Round,Player ID,Player Name,Position,Team ID,Team Name,Short Name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,yellow_cards,red_cards,bonus,penalties_saved,penalties_missed,saves,value
23,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
24,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
25,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
26,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
27,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
28,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
29,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
39,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
40,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
41,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
42,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
43,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
44,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
45,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
46,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
47,99,Defour,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3,100,Hendrick,3,5,Burnley,BUR,1,4,0,0,0,1,0,0,0,0,0,0,0,54
4,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
5,100,Hendrick,3,5,Burnley,BUR,7,31,1,0,0,0,0,0,0,1,0,0,0,54
6,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
7,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,54
8,100,Hendrick,3,5,Burnley,BUR,10,90,1,0,1,0,0,1,0,3,0,0,0,54
9,100,Hendrick,3,5,Burnley,BUR,1,90,0,0,0,2,0,1,0,0,0,0,0,54
10,100,Hendrick,3,5,Burnley,BUR,1,83,0,0,0,4,0,1,0,0,0,0,0,54
11,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,54
12,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
13,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
14,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,54
15,100,Hendrick,3,5,Burnley,BUR,4,90,0,1,0,4,0,1,0,0,0,0,0,54
16,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,0,5,0,0,0,0,0,0,0,54
17,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
18,100,Hendrick,3,5,Burnley,BUR,2,64,0,0,1,0,0,1,0,0,0,0,0,54
19,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
20,100,Hendrick,3,5,Burnley,BUR,1,58,0,0,0,1,0,0,0,0,0,0,0,54
21,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
22,100,Hendrick,3,5,Burnley,BUR,2,72,0,0,0,3,0,0,0,0,0,0,0,54
23,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,54
24,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
25,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
26,100,Hendrick,3,5,Burnley,BUR,4,90,0,1,0,1,0,1,0,0,0,0,0,54
27,100,Hendrick,3,5,Burnley,BUR,2,90,0,0,1,0,0,1,0,0,0,0,0,54
28,100,Hendrick,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
29,100,Hendrick,3,5,Burnley,BUR,1,88,0,0,0,1,0,1,0,0,0,0,0,54
39,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
40,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
41,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
42,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
43,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
44,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
45,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
46,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
47,100,Hendrick,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
1,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,55
2,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,55
3,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,55
4,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,54
5,101,Westwood,3,5,Burnley,BUR,1,90,0,0,0,1,0,1,0,0,0,0,0,54
6,101,Westwood,3,5,Burnley,BUR,8,90,0,1,1,0,0,0,0,2,0,0,0,54
7,101,Westwood,3,5,Burnley,BUR,1,90,0,0,0,2,0,1,0,0,0,0,0,54
8,101,Westwood,3,5,Burnley,BUR,5,90,0,1,1,0,0,1,0,0,0,0,0,54
9,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,54
10,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,4,0,0,0,0,0,0,0,54
11,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,54
12,101,Westwood,3,5,Burnley,BUR,5,90,0,1,1,0,0,1,0,0,0,0,0,54
13,101,Westwood,3,5,Burnley,BUR,2,90,0,0,1,0,0,1,0,0,0,0,0,54
14,101,Westwood,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
15,101,Westwood,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
16,101,Westwood,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,54
17,101,Westwood,3,5,Burnley,BUR,8,90,0,1,1,0,0,0,0,2,0,0,0,54
18,101,Westwood,3,5,Burnley,BUR,5,90,0,1,1,0,0,1,0,0,0,0,0,54
19,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,54
20,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,54
21,101,Westwood,3,5,Burnley,BUR,6,90,0,1,0,2,0,0,0,1,0,0,0,54
22,101,Westwood,3,5,Burnley,BUR,1,90,0,0,0,3,0,1,0,0,0,0,0,54
23,101,Westwood,3,5,Burnley,BUR,9,90,1,0,0,1,0,0,0,2,0,0,0,54
24,101,Westwood,3,5,Burnley,BUR,2,90,0,0,1,0,0,1,0,0,0,0,0,54
25,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
26,101,Westwood,3,5,Burnley,BUR,9,90,1,0,0,1,0,0,0,2,0,0,0,54
27,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
28,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,54
29,101,Westwood,3,5,Burnley,BUR,1,90,0,0,0,1,0,1,0,0,0,0,0,54
39,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,5,0,0,0,0,0,0,0,55
40,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,55
41,101,Westwood,3,5,Burnley,BUR,6,90,0,1,1,0,0,0,0,0,0,0,0,55
42,101,Westwood,3,5,Burnley,BUR,3,90,0,0,0,1,0,0,0,1,0,0,0,55
43,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,55
44,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,55
45,101,Westwood,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,55
46,101,Westwood,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,55
47,101,Westwood,3,5,Burnley,BUR,3,90,0,0,0,2,0,0,0,1,0,0,0,55
1,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,50
2,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,50
3,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,50
4,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,50
5,102,Cork,3,5,Burnley,BUR,2,77,0,0,0,1,0,0,0,0,0,0,0,50
6,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,50
7,102,Cork,3,5,Burnley,BUR,1,45,0,0,0,1,0,0,0,0,0,0,0,50
8,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,50
10,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,4,0,0,0,0,0,0,0,50
11,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,50
12,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,50
13,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,50
14,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,50
15,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,4,0,0,0,0,0,0,0,50
16,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,5,0,0,0,0,0,0,0,50
17,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
18,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
19,102,Cork,3,5,Burnley,BUR,2,87,0,0,0,1,0,0,0,0,0,0,0,49
20,102,Cork,3,5,Burnley,BUR,2,86,0,0,0,1,0,0,0,0,0,0,0,49
21,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,2,0,0,0,0,0,0,0,49
22,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,49
23,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,49
24,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
25,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
26,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,49
27,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
28,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
29,102,Cork,3,5,Burnley,BUR,1,90,0,0,0,1,0,1,0,0,0,0,0,49
39,102,Cork,3,5,Burnley,BUR,2,90,0,0,0,5,0,0,0,0,0,0,0,49
40,102,Cork,3,5,Burnley,BUR,3,90,0,0,1,0,0,0,0,0,0,0,0,49
41,102,Cork,3,5,Burnley,BUR,3,69,0,0,1,0,0,0,0,0,0,0,0,49
42,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
43,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
44,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
45,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
46,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
47,102,Cork,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1,430,Lennon,3,5,Burnley,BUR,1,6,0,0,0,0,0,0,0,0,0,0,0,50
2,430,Lennon,3,5,Burnley,BUR,1,18,0,0,0,0,0,0,0,0,0,0,0,50
3,430,Lennon,3,5,Burnley,BUR,0,24,0,0,0,1,0,1,0,0,0,0,0,49
4,430,Lennon,3,5,Burnley,BUR,2,90,0,0,0,3,0,0,0,0,0,0,0,49
5,430,Lennon,3,5,Burnley,BUR,0,58,0,0,0,1,0,1,0,0,0,0,0,49
6,430,Lennon,3,5,Burnley,BUR,1,11,0,0,0,0,0,0,0,0,0,0,0,49
7,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,48
8,430,Lennon,3,5,Burnley,BUR,1,6,0,0,0,0,0,0,0,0,0,0,0,48
9,430,Lennon,3,5,Burnley,BUR,1,25,0,0,0,1,0,0,0,0,0,0,0,48
10,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,48
11,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,48
12,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
13,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
14,430,Lennon,3,5,Burnley,BUR,1,13,0,0,0,1,0,0,0,0,0,0,0,47
15,430,Lennon,3,5,Burnley,BUR,2,90,0,0,0,4,0,0,0,0,0,0,0,47
16,430,Lennon,3,5,Burnley,BUR,1,19,0,0,0,1,0,0,0,0,0,0,0,47
17,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
18,430,Lennon,3,5,Burnley,BUR,1,25,0,0,0,0,0,0,0,0,0,0,0,47
19,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
20,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
21,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
22,430,Lennon,3,5,Burnley,BUR,1,90,0,0,0,3,0,1,0,0,0,0,0,47
23,430,Lennon,3,5,Burnley,BUR,1,1,0,0,0,0,0,0,0,0,0,0,0,46
24,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
25,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
26,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
27,430,Lennon,3,5,Burnley,BUR,0,8,0,0,0,0,0,1,0,0,0,0,0,46
28,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
29,430,Lennon,3,5,Burnley,BUR,1,1,0,0,0,0,0,0,0,0,0,0,0,46
39,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
40,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
41,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
42,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
43,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
44,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
45,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
46,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
47,430,Lennon,3,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1,447,Pieters,2,5,Burnley,BUR,14,90,0,2,1,0,0,0,0,2,0,0,0,45
2,447,Pieters,2,5,Burnley,BUR,1,90,0,0,0,2,0,0,0,0,0,0,0,45
3,447,Pieters,2,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,46
4,447,Pieters,2,5,Burnley,BUR,1,90,0,0,0,3,0,0,0,0,0,0,0,46
5,447,Pieters,2,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,47
6,447,Pieters,2,5,Burnley,BUR,7,90,0,0,1,0,0,0,0,1,0,0,0,47
7,447,Pieters,2,5,Burnley,BUR,6,90,0,1,0,2,0,0,0,2,0,0,0,47
8,447,Pieters,2,5,Burnley,BUR,1,54,0,0,0,0,0,0,0,0,0,0,0,48
9,447,Pieters,2,5,Burnley,BUR,1,90,0,0,0,2,0,0,0,0,0,0,0,48
10,447,Pieters,2,5,Burnley,BUR,-1,90,0,0,0,4,0,1,0,0,0,0,0,48
11,447,Pieters,2,5,Burnley,BUR,0,45,0,0,0,3,0,0,0,0,0,0,0,48
12,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
13,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,47
14,447,Pieters,2,5,Burnley,BUR,0,54,0,0,0,2,0,0,0,0,0,0,0,46
15,447,Pieters,2,5,Burnley,BUR,0,90,0,0,0,4,0,0,0,0,0,0,0,46
16,447,Pieters,2,5,Burnley,BUR,0,90,0,0,0,5,0,0,0,0,0,0,0,45
17,447,Pieters,2,5,Burnley,BUR,8,90,0,0,1,0,0,0,0,2,0,0,0,45
18,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
19,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
20,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
21,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
22,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
23,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
24,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
25,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
26,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
27,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,42
28,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,42
29,447,Pieters,2,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,42
39,447,Pieters,2,5,Burnley,BUR,1,30,0,0,0,1,0,0,0,0,0,0,0,42
40,447,Pieters,2,5,Burnley,BUR,1,9,0,0,0,0,0,0,0,0,0,0,0,42
41,447,Pieters,2,5,Burnley,BUR,6,90,0,0,1,0,0,0,0,0,0,0,0,42
42,447,Pieters,2,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,42
43,447,Pieters,2,5,Burnley,BUR,6,90,0,0,1,0,0,0,0,0,0,0,0,42
44,447,Pieters,2,5,Burnley,BUR,2,64,0,0,0,1,0,0,0,0,0,0,0,42
45,447,Pieters,2,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,42
46,447,Pieters,2,5,Burnley,BUR,12,90,0,1,1,0,0,0,0,3,0,0,0,42
47,447,Pieters,2,5,Burnley,BUR,3,90,0,1,0,2,0,1,0,0,0,0,0,43
1,451,Rodriguez,4,5,Burnley,BUR,1,6,0,0,0,0,0,0,0,0,0,0,0,60
2,451,Rodriguez,4,5,Burnley,BUR,1,29,0,0,0,1,0,0,0,0,0,0,0,59
3,451,Rodriguez,4,5,Burnley,BUR,1,12,0,0,0,1,0,0,0,0,0,0,0,59
4,451,Rodriguez,4,5,Burnley,BUR,1,17,0,0,0,1,0,0,0,0,0,0,0,58
5,451,Rodriguez,4,5,Burnley,BUR,1,24,0,0,0,0,0,0,0,0,0,0,0,58
6,451,Rodriguez,4,5,Burnley,BUR,1,11,0,0,0,0,0,0,0,0,0,0,0,57
7,451,Rodriguez,4,5,Burnley,BUR,4,45,1,0,0,1,0,1,0,0,0,0,0,57
8,451,Rodriguez,4,5,Burnley,BUR,1,17,0,0,0,0,0,0,0,0,0,0,0,57
9,451,Rodriguez,4,5,Burnley,BUR,2,82,0,0,0,2,0,0,0,0,0,0,0,57
10,451,Rodriguez,4,5,Burnley,BUR,6,90,1,0,0,4,0,0,0,0,0,0,0,57
11,451,Rodriguez,4,5,Burnley,BUR,2,77,0,0,0,3,0,0,0,0,0,0,0,57
12,451,Rodriguez,4,5,Burnley,BUR,1,9,0,0,0,0,0,0,0,0,0,0,0,57
13,451,Rodriguez,4,5,Burnley,BUR,1,15,0,0,0,0,0,0,0,0,0,0,0,57
14,451,Rodriguez,4,5,Burnley,BUR,1,28,0,0,0,1,0,0,0,0,0,0,0,57
15,451,Rodriguez,4,5,Burnley,BUR,1,31,0,0,0,2,0,0,0,0,0,0,0,57
16,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,0,5,0,0,0,0,0,0,0,57
17,451,Rodriguez,4,5,Burnley,BUR,1,5,0,0,0,0,0,0,0,0,0,0,0,57
18,451,Rodriguez,4,5,Burnley,BUR,8,15,1,0,0,0,0,0,0,3,0,0,0,57
19,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,57
20,451,Rodriguez,4,5,Burnley,BUR,1,31,0,0,0,1,0,0,0,0,0,0,0,57
21,451,Rodriguez,4,5,Burnley,BUR,1,45,0,0,0,0,0,0,0,0,0,0,0,57
22,451,Rodriguez,4,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,57
23,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,57
24,451,Rodriguez,4,5,Burnley,BUR,6,90,1,0,1,0,0,0,0,0,0,0,0,57
25,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,1,0,0,0,0,0,0,0,0,57
26,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,0,1,0,0,0,0,0,0,0,57
27,451,Rodriguez,4,5,Burnley,BUR,6,90,1,0,1,0,0,0,0,0,0,0,0,57
28,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,1,0,0,0,0,0,0,0,0,57
29,451,Rodriguez,4,5,Burnley,BUR,5,67,0,1,0,1,0,0,0,0,0,0,0,57
39,451,Rodriguez,4,5,Burnley,BUR,1,59,0,0,0,4,0,0,0,0,0,0,0,57
40,451,Rodriguez,4,5,Burnley,BUR,6,80,1,0,1,0,0,0,0,0,0,0,0,57
41,451,Rodriguez,4,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,57
42,451,Rodriguez,4,5,Burnley,BUR,5,90,0,1,0,1,0,0,0,0,0,0,0,57
43,451,Rodriguez,4,5,Burnley,BUR,9,90,1,0,1,0,0,0,0,3,0,0,0,57
44,451,Rodriguez,4,5,Burnley,BUR,9,90,1,0,0,1,0,0,0,3,0,0,0,57
45,451,Rodriguez,4,5,Burnley,BUR,1,50,0,0,0,0,0,0,0,0,0,0,0,57
46,451,Rodriguez,4,5,Burnley,BUR,2,90,0,0,1,0,0,0,0,0,0,0,0,57
47,451,Rodriguez,4,5,Burnley,BUR,2,77,0,0,0,2,0,0,0,0,0,0,0,57
1,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
5,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
6,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
7,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
8,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,45
9,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
10,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
11,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
12,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
13,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
14,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
15,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
16,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
17,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
18,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
19,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
20,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
21,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
22,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
23,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
24,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
25,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
26,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,44
27,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
28,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
29,495,Peacock-Farrell,1,5,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,43
